date_of_bite,year,month,day_of_month,number_of_bites,precipitation,temperature_max,temperature_min,foggy_or_not,temperature_avg
2018-10-22,2018,10,22,7,0.0,50,39,0,44.5
2018-10-23,2018,10,23,5,0.0,63,49,0,56.0
2018-10-24,2018,10,24,8,0.0,54,44,0,49.0
2018-10-25,2018,10,25,4,0.0,51,40,0,45.5
2018-10-26,2018,10,26,7,0.0,50,38,0,44.0
2018-10-27,2018,10,27,6,1.27,51,44,1,47.5
2018-10-28,2018,10,28,10,0.07,52,45,1,48.5
2018-10-29,2018,10,29,15,0.03,56,47,1,51.5
2018-10-30,2018,10,30,5,0.0,55,42,0,48.5
2018-10-31,2018,10,31,6,0.0,64,44,0,54.0
2018-11-01,2018,11,1,12,0.0,70,57,0,63.5
2018-11-02,2018,11,2,9,0.22,72,64,1,68.0
2018-11-03,2018,11,3,9,0.37,65,48,1,56.5
2018-11-04,2018,11,4,8,0.0,55,43,0,49.0
2018-11-05,2018,11,5,11,0.3,53,48,1,50.5
2018-11-06,2018,11,6,2,0.68,59,49,1,54.0
2018-11-07,2018,11,7,6,0.0,62,51,0,56.5
2018-11-08,2018,11,8,2,0.0,56,45,0,50.5
2018-11-09,2018,11,9,5,0.77,52,40,1,46.0
2018-11-10,2018,11,10,7,0.03,50,34,1,42.0
2018-11-11,2018,11,11,3,0.0,46,33,0,39.5
2018-11-12,2018,11,12,7,0.04,49,37,1,43.0
2018-11-13,2018,11,13,7,1.06,50,43,1,46.5
2018-11-14,2018,11,14,3,0.0,43,32,0,37.5
2018-11-15,2018,11,15,8,1.16,40,28,1,34.0
2018-11-16,2018,11,16,4,0.31,45,34,1,39.5
2018-11-17,2018,11,17,9,0.0,47,37,0,42.0
2018-11-18,2018,11,18,6,0.0,44,39,0,41.5
2018-11-19,2018,11,19,5,0.0,50,41,0,45.5
2018-11-20,2018,11,20,7,0.0,47,39,1,43.0
2018-11-21,2018,11,21,9,0.0,44,27,1,35.5
2018-11-22,2018,11,22,6,0.0,28,17,0,22.5
2018-11-23,2018,11,23,10,0.0,32,15,0,23.5
2018-11-24,2018,11,24,7,0.97,49,31,1,40.0
2018-11-25,2018,11,25,13,0.81,55,45,1,50.0
2018-11-26,2018,11,26,5,0.85,53,45,1,49.0
2018-11-27,2018,11,27,8,0.03,45,37,1,41.0
2018-11-28,2018,11,28,7,0.0,42,36,0,39.0
2018-11-29,2018,11,29,5,0.0,46,38,0,42.0
2018-11-30,2018,11,30,9,0.02,43,38,0,40.5
2018-12-01,2018,12,1,3,0.05,46,36,1,41.0
2018-12-02,2018,12,2,9,0.59,56,42,1,49.0
2018-12-03,2018,12,3,8,0.0,55,46,1,50.5
2018-12-04,2018,12,4,5,0.0,46,31,0,38.5
2018-12-05,2018,12,5,8,0.0,37,28,0,32.5
2018-12-06,2018,12,6,4,0.0,40,30,0,35.0
2018-12-07,2018,12,7,7,0.0,39,28,0,33.5
2018-12-08,2018,12,8,6,0.0,36,24,0,30.0
2018-12-09,2018,12,9,6,0.0,36,28,0,32.0
2018-12-10,2018,12,10,10,0.0,39,29,0,34.0
2018-12-11,2018,12,11,7,0.0,41,29,0,35.0
2018-12-12,2018,12,12,4,0.0,41,33,0,37.0
2018-12-13,2018,12,13,7,0.03,40,33,1,36.5
2018-12-14,2018,12,14,4,0.1,51,40,1,45.5
2018-12-15,2018,12,15,6,0.14,52,46,1,49.0
2018-12-16,2018,12,16,3,1.43,46,35,1,40.5
2018-12-17,2018,12,17,11,0.03,46,37,0,41.5
2018-12-18,2018,12,18,7,0.0,40,28,0,34.0
2018-12-19,2018,12,19,7,0.0,42,26,0,34.0
2018-12-20,2018,12,20,7,0.22,47,37,1,42.0
2018-12-21,2018,12,21,6,1.61,61,47,1,54.0
2018-12-22,2018,12,22,6,0.02,54,40,1,47.0
2018-12-23,2018,12,23,4,0.0,43,36,0,39.5
2018-12-24,2018,12,24,7,0.12,43,36,1,39.5
2018-12-25,2018,12,25,7,0.0,40,33,0,36.5
2018-12-26,2018,12,26,2,0.0,43,32,0,37.5
2018-12-27,2018,12,27,9,0.0,44,37,0,40.5
2018-12-28,2018,12,28,3,1.15,60,43,1,51.5
2018-12-29,2018,12,29,4,0.0,57,39,0,48.0
2018-12-30,2018,12,30,7,0.0,40,33,0,36.5
2018-12-31,2018,12,31,11,1.02,48,36,1,42.0
2019-01-01,2019,1,1,5,0.06,58,39,1,48.5
2019-01-02,2019,1,2,3,0.0,40,35,0,37.5
2019-01-03,2019,1,3,7,0.0,44,37,0,40.5
2019-01-04,2019,1,4,4,0.0,47,35,0,41.0
2019-01-05,2019,1,5,5,0.5,47,41,1,44.0
2019-01-06,2019,1,6,7,0.0,49,31,0,40.0
2019-01-07,2019,1,7,8,0.0,34,25,0,29.5
2019-01-08,2019,1,8,5,0.17,45,34,1,39.5
2019-01-09,2019,1,9,5,0.06,45,34,1,39.5
2019-01-10,2019,1,10,7,0.0,34,28,0,31.0
2019-01-11,2019,1,11,9,0.0,30,21,0,25.5
2019-01-12,2019,1,12,9,0.0,34,20,0,27.0
2019-01-13,2019,1,13,4,0.0,33,25,0,29.0
2019-01-14,2019,1,14,9,0.0,32,22,0,27.0
2019-01-15,2019,1,15,7,0.0,36,25,0,30.5
2019-01-16,2019,1,16,9,0.0,39,30,0,34.5
2019-01-17,2019,1,17,9,0.0,33,24,0,28.5
2019-01-18,2019,1,18,6,0.05,39,29,1,34.0
2019-01-19,2019,1,19,3,0.29,37,32,1,34.5
2019-01-20,2019,1,20,5,0.88,42,14,1,28.0
2019-01-21,2019,1,21,3,0.0,14,4,0,9.0
2019-01-22,2019,1,22,5,0.0,31,13,0,22.0
2019-01-23,2019,1,23,3,0.0,52,31,0,41.5
2019-01-24,2019,1,24,5,1.33,59,35,1,47.0
2019-01-25,2019,1,25,5,0.0,40,28,0,34.0
2019-01-26,2019,1,26,7,0.0,35,24,0,29.5
2019-01-27,2019,1,27,9,0.0,49,32,0,40.5
2019-01-28,2019,1,28,8,0.0,38,25,0,31.5
2019-01-29,2019,1,29,5,0.23,43,25,1,34.0
2019-01-30,2019,1,30,8,0.01,35,6,1,20.5
2019-01-31,2019,1,31,8,0.0,16,2,0,9.0
2019-02-01,2019,2,1,6,0.0,21,11,0,16.0
2019-02-02,2019,2,2,5,0.0,34,16,0,25.0
2019-02-03,2019,2,3,6,0.0,53,33,0,43.0
2019-02-04,2019,2,4,6,0.0,61,41,0,51.0
2019-02-05,2019,2,5,8,0.0,65,44,0,54.5
2019-02-06,2019,2,6,5,0.45,46,35,1,40.5
2019-02-07,2019,2,7,4,0.07,44,39,1,41.5
2019-02-08,2019,2,8,7,0.37,55,32,1,43.5
2019-02-09,2019,2,9,7,0.0,32,23,0,27.5
2019-02-10,2019,2,10,5,0.0,35,23,0,29.0
2019-02-11,2019,2,11,4,0.0,38,30,0,34.0
2019-02-12,2019,2,12,11,0.75,36,26,1,31.0
2019-02-13,2019,2,13,7,0.08,41,33,1,37.0
2019-02-14,2019,2,14,8,0.0,46,33,0,39.5
2019-02-15,2019,2,15,7,0.0,59,42,0,50.5
2019-02-16,2019,2,16,10,0.0,47,32,0,39.5
2019-02-17,2019,2,17,10,0.04,38,26,1,32.0
2019-02-18,2019,2,18,7,0.09,42,26,1,34.0
2019-02-19,2019,2,19,14,0.0,36,23,0,29.5
2019-02-20,2019,2,20,7,0.57,33,26,1,29.5
2019-02-21,2019,2,21,7,0.1,52,33,1,42.5
2019-02-22,2019,2,22,5,0.0,44,36,0,40.0
2019-02-23,2019,2,23,14,0.01,42,32,1,37.0
2019-02-24,2019,2,24,5,0.58,47,36,1,41.5
2019-02-25,2019,2,25,10,0.0,43,28,0,35.5
2019-02-26,2019,2,26,5,0.0,36,25,0,30.5
2019-02-27,2019,2,27,9,0.0,31,23,0,27.0
2019-02-28,2019,2,28,7,0.03,37,27,1,32.0
2019-03-01,2019,3,1,3,0.11,35,26,1,30.5
2019-03-02,2019,3,2,7,0.53,41,31,1,36.0
2019-03-03,2019,3,3,9,0.52,42,33,1,37.5
2019-03-04,2019,3,4,4,0.29,38,28,1,33.0
2019-03-05,2019,3,5,5,0.0,32,20,0,26.0
2019-03-06,2019,3,6,11,0.0,26,19,0,22.5
2019-03-07,2019,3,7,3,0.0,32,18,0,25.0
2019-03-08,2019,3,8,5,0.0,39,24,0,31.5
2019-03-09,2019,3,9,7,0.0,49,34,0,41.5
2019-03-10,2019,3,10,7,0.54,43,35,1,39.0
2019-03-11,2019,3,11,7,0.0,53,39,0,46.0
2019-03-12,2019,3,12,11,0.0,44,34,0,39.0
2019-03-13,2019,3,13,11,0.0,49,32,0,40.5
2019-03-14,2019,3,14,8,0.0,57,42,0,49.5
2019-03-15,2019,3,15,7,0.39,75,49,1,62.0
2019-03-16,2019,3,16,13,0.0,58,37,0,47.5
2019-03-17,2019,3,17,5,0.0,45,34,0,39.5
2019-03-18,2019,3,18,11,0.0,46,32,0,39.0
2019-03-19,2019,3,19,7,0.0,51,35,0,43.0
2019-03-20,2019,3,20,8,0.0,53,37,0,45.0
2019-03-21,2019,3,21,4,0.75,46,41,1,43.5
2019-03-22,2019,3,22,7,0.68,49,38,1,43.5
2019-03-23,2019,3,23,9,0.0,48,35,0,41.5
2019-03-24,2019,3,24,14,0.0,60,38,0,49.0
2019-03-25,2019,3,25,7,0.0,56,42,0,49.0
2019-03-26,2019,3,26,7,0.0,49,33,0,41.0
2019-03-27,2019,3,27,3,0.0,47,34,0,40.5
2019-03-28,2019,3,28,12,0.0,53,37,0,45.0
2019-03-29,2019,3,29,5,0.0,59,49,0,54.0
2019-03-30,2019,3,30,17,0.0,70,52,0,61.0
2019-03-31,2019,3,31,4,0.06,65,39,0,52.0
2019-04-01,2019,4,1,13,0.0,46,33,0,39.5
2019-04-02,2019,4,2,5,0.0,52,39,0,45.5
2019-04-03,2019,4,3,16,0.0,67,41,0,54.0
2019-04-04,2019,4,4,12,0.0,60,44,0,52.0
2019-04-05,2019,4,5,3,0.2,45,38,1,41.5
2019-04-06,2019,4,6,20,0.0,68,39,1,53.5
2019-04-07,2019,4,7,16,0.0,66,51,0,58.5
2019-04-08,2019,4,8,14,0.26,79,49,1,64.0
2019-04-09,2019,4,9,0,0.03,51,46,1,48.5
2019-04-10,2019,4,10,5,0.0,60,45,1,52.5
2019-04-11,2019,4,11,4,0.0,55,40,0,47.5
2019-04-12,2019,4,12,10,0.63,68,46,1,57.0
2019-04-13,2019,4,13,12,0.24,77,59,1,68.0
2019-04-14,2019,4,14,13,0.01,73,60,1,66.5
2019-04-15,2019,4,15,5,0.96,65,46,1,55.5
2019-04-16,2019,4,16,14,0.0,66,44,0,55.0
2019-04-17,2019,4,17,3,0.01,63,48,0,55.5
2019-04-18,2019,4,18,7,0.0,62,51,0,56.5
2019-04-19,2019,4,19,9,0.01,80,58,1,69.0
2019-04-20,2019,4,20,14,0.7,64,55,0,59.5
2019-04-21,2019,4,21,12,0.0,66,53,0,59.5
2019-04-22,2019,4,22,7,0.24,64,52,1,58.0
2019-04-23,2019,4,23,21,0.08,77,56,1,66.5
2019-04-24,2019,4,24,13,0.0,69,55,0,62.0
2019-04-25,2019,4,25,7,0.02,66,48,0,57.0
2019-04-26,2019,4,26,20,1.03,59,51,1,55.0
2019-04-27,2019,4,27,11,0.07,58,47,1,52.5
2019-04-28,2019,4,28,9,0.01,53,45,0,49.0
2019-04-29,2019,4,29,8,0.01,60,41,1,50.5
2019-04-30,2019,4,30,9,0.04,60,48,1,54.0
2019-05-01,2019,5,1,8,0.0,56,50,1,53.0
2019-05-02,2019,5,2,11,0.01,78,50,1,64.0
2019-05-03,2019,5,3,9,0.06,56,50,1,53.0
2019-05-04,2019,5,4,13,0.11,71,53,1,62.0
2019-05-05,2019,5,5,7,1.31,58,51,1,54.5
2019-05-06,2019,5,6,5,0.0,74,51,0,62.5
2019-05-07,2019,5,7,15,0.11,70,52,1,61.0
2019-05-08,2019,5,8,16,0.0,71,55,1,63.0
2019-05-09,2019,5,9,7,0.0,61,53,0,57.0
2019-05-10,2019,5,10,5,0.04,73,56,1,64.5
2019-05-11,2019,5,11,15,0.04,69,56,1,62.5
2019-05-12,2019,5,12,9,1.32,59,43,1,51.0
2019-05-13,2019,5,13,3,0.7,48,42,1,45.0
2019-05-14,2019,5,14,4,0.3,52,44,1,48.0
2019-05-15,2019,5,15,13,0.01,69,44,1,56.5
2019-05-16,2019,5,16,12,0.12,73,52,1,62.5
2019-05-17,2019,5,17,2,0.03,76,60,1,68.0
2019-05-18,2019,5,18,17,0.0,75,56,0,65.5
2019-05-19,2019,5,19,15,0.06,76,60,1,68.0
2019-05-20,2019,5,20,13,0.0,85,66,1,75.5
2019-05-21,2019,5,21,10,0.0,71,56,0,63.5
2019-05-22,2019,5,22,13,0.0,74,54,0,64.0
2019-05-23,2019,5,23,10,0.48,72,55,1,63.5
2019-05-24,2019,5,24,15,0.0,73,61,0,67.0
2019-05-25,2019,5,25,7,0.0,71,55,0,63.0
2019-05-26,2019,5,26,16,0.2,86,59,1,72.5
2019-05-27,2019,5,27,11,0.0,80,64,0,72.0
2019-05-28,2019,5,28,8,0.17,71,62,1,66.5
2019-05-29,2019,5,29,13,0.8,70,56,1,63.0
2019-05-30,2019,5,30,10,0.95,70,57,1,63.5
2019-05-31,2019,5,31,13,0.0,80,63,1,71.5
2019-06-01,2019,6,1,21,0.0,80,63,0,71.5
2019-06-02,2019,6,2,10,0.86,81,61,1,71.0
2019-06-03,2019,6,3,17,0.0,70,58,0,64.0
2019-06-04,2019,6,4,11,0.0,70,54,0,62.0
2019-06-05,2019,6,5,16,0.0,81,64,0,72.5
2019-06-06,2019,6,6,9,0.04,83,68,1,75.5
2019-06-07,2019,6,7,14,0.0,81,66,0,73.5
2019-06-08,2019,6,8,14,0.0,81,63,1,72.0
2019-06-09,2019,6,9,17,0.0,78,60,0,69.0
2019-06-10,2019,6,10,1,0.62,70,60,1,65.0
2019-06-11,2019,6,11,13,0.45,77,63,1,70.0
2019-06-12,2019,6,12,14,0.0,74,59,0,66.5
2019-06-13,2019,6,13,12,0.6,65,55,1,60.0
2019-06-14,2019,6,14,10,0.0,73,58,1,65.5
2019-06-15,2019,6,15,7,0.0,81,60,0,70.5
2019-06-16,2019,6,16,10,0.04,80,65,0,72.5
2019-06-17,2019,6,17,10,0.0,76,69,0,72.5
2019-06-18,2019,6,18,11,0.79,73,67,1,70.0
2019-06-19,2019,6,19,9,0.11,71,66,1,68.5
2019-06-20,2019,6,20,11,0.42,78,65,1,71.5
2019-06-21,2019,6,21,10,0.53,77,65,1,71.0
2019-06-22,2019,6,22,13,0.0,79,61,0,70.0
2019-06-23,2019,6,23,15,0.0,83,64,0,73.5
2019-06-24,2019,6,24,10,0.0,84,67,0,75.5
2019-06-25,2019,6,25,9,0.86,84,72,1,78.0
2019-06-26,2019,6,26,11,0.0,87,72,1,79.5
2019-06-27,2019,6,27,15,0.0,89,71,0,80.0
2019-06-28,2019,6,28,10,0.0,89,73,0,81.0
2019-06-29,2019,6,29,12,0.08,91,72,1,81.5
2019-06-30,2019,6,30,12,0.06,83,69,0,76.0
2019-07-01,2019,7,1,7,0.0,85,65,0,75.0
2019-07-02,2019,7,2,13,0.02,85,71,0,78.0
2019-07-03,2019,7,3,12,0.0,87,75,0,81.0
2019-07-04,2019,7,4,19,0.0,90,74,0,82.0
2019-07-05,2019,7,5,13,0.0,86,72,1,79.0
2019-07-06,2019,7,6,16,0.0,90,76,0,83.0
2019-07-07,2019,7,7,10,0.0,86,72,0,79.0
2019-07-08,2019,7,8,12,0.04,78,68,1,73.0
2019-07-09,2019,7,9,14,0.0,87,69,1,78.0
2019-07-10,2019,7,10,20,0.0,88,74,0,81.0
2019-07-11,2019,7,11,7,0.79,87,73,1,80.0
2019-07-12,2019,7,12,4,0.0,87,72,1,79.5
2019-07-13,2019,7,13,10,0.0,85,70,0,77.5
2019-07-14,2019,7,14,9,0.0,89,76,0,82.5
2019-07-15,2019,7,15,12,0.0,85,68,0,76.5
2019-07-16,2019,7,16,5,0.0,91,72,0,81.5
2019-07-17,2019,7,17,12,1.82,93,73,1,83.0
2019-07-18,2019,7,18,6,0.51,79,71,1,75.0
2019-07-19,2019,7,19,7,0.0,91,71,0,81.0
2019-07-20,2019,7,20,10,0.0,95,82,0,88.5
2019-07-21,2019,7,21,9,0.0,95,80,0,87.5
2019-07-22,2019,7,22,9,1.66,90,72,1,81.0
2019-07-23,2019,7,23,13,0.53,74,67,1,70.5
2019-07-24,2019,7,24,9,0.02,83,67,1,75.0
2019-07-25,2019,7,25,13,0.0,84,70,0,77.0
2019-07-26,2019,7,26,5,0.0,88,69,0,78.5
2019-07-27,2019,7,27,11,0.0,85,72,0,78.5
2019-07-28,2019,7,28,10,0.01,88,71,1,79.5
2019-07-29,2019,7,29,11,0.0,90,73,0,81.5
2019-07-30,2019,7,30,5,0.01,92,78,0,85.0
2019-07-31,2019,7,31,10,0.36,87,70,1,78.5
2019-08-01,2019,8,1,12,0.0,87,70,1,78.5
2019-08-02,2019,8,2,18,0.0,84,73,0,78.5
2019-08-03,2019,8,3,14,0.21,86,68,1,77.0
2019-08-04,2019,8,4,13,0.0,87,69,1,78.0
2019-08-05,2019,8,5,12,0.0,82,70,0,76.0
2019-08-06,2019,8,6,8,0.04,79,71,1,75.0
2019-08-07,2019,8,7,11,1.18,84,69,1,76.5
2019-08-08,2019,8,8,14,0.2,84,67,1,75.5
2019-08-09,2019,8,9,16,0.08,83,68,1,75.5
2019-08-10,2019,8,10,9,0.0,81,66,0,73.5
2019-08-11,2019,8,11,6,0.0,80,63,0,71.5
2019-08-12,2019,8,12,7,0.0,85,68,0,76.5
2019-08-13,2019,8,13,9,0.07,79,71,1,75.0
2019-08-14,2019,8,14,5,0.0,84,73,1,78.5
2019-08-15,2019,8,15,3,0.0,85,70,1,77.5
2019-08-16,2019,8,16,16,0.0,79,68,0,73.5
2019-08-17,2019,8,17,8,0.0,87,73,1,80.0
2019-08-18,2019,8,18,6,0.64,90,70,1,80.0
2019-08-19,2019,8,19,9,0.0,90,72,0,81.0
2019-08-20,2019,8,20,8,0.0,88,75,0,81.5
2019-08-21,2019,8,21,12,0.1,87,74,1,80.5
2019-08-22,2019,8,22,14,1.01,90,71,1,80.5
2019-08-23,2019,8,23,15,0.09,74,65,1,69.5
2019-08-24,2019,8,24,4,0.0,76,64,0,70.0
2019-08-25,2019,8,25,10,0.0,77,63,0,70.0
2019-08-26,2019,8,26,4,0.0,74,61,0,67.5
2019-08-27,2019,8,27,9,0.0,75,62,0,68.5
2019-08-28,2019,8,28,11,0.08,74,67,1,70.5
2019-08-29,2019,8,29,7,0.0,81,65,0,73.0
2019-08-30,2019,8,30,18,0.0,86,67,0,76.5
2019-08-31,2019,8,31,15,0.0,81,69,0,75.0
2019-09-01,2019,9,1,13,0.0,78,63,0,70.5
2019-09-02,2019,9,2,10,0.3,74,69,1,71.5
2019-09-03,2019,9,3,14,0.0,82,67,0,74.5
2019-09-04,2019,9,4,9,0.0,87,68,0,77.5
2019-09-05,2019,9,5,7,0.0,74,65,0,69.5
2019-09-06,2019,9,6,10,0.32,67,58,1,62.5
2019-09-07,2019,9,7,12,0.02,75,56,1,65.5
2019-09-08,2019,9,8,9,0.0,77,63,0,70.0
2019-09-09,2019,9,9,14,0.0,78,64,0,71.0
2019-09-10,2019,9,10,7,0.01,76,66,1,71.0
2019-09-11,2019,9,11,10,0.0,88,69,0,78.5
2019-09-12,2019,9,12,5,0.17,81,61,1,71.0
2019-09-13,2019,9,13,11,0.0,72,57,0,64.5
2019-09-14,2019,9,14,15,0.0,74,61,0,67.5
2019-09-15,2019,9,15,7,0.0,82,68,0,75.0
2019-09-16,2019,9,16,7,0.0,77,68,0,72.5
2019-09-17,2019,9,17,16,0.0,76,62,0,69.0
2019-09-18,2019,9,18,9,0.0,69,57,0,63.0
2019-09-19,2019,9,19,11,0.0,70,52,0,61.0
2019-09-20,2019,9,20,15,0.0,78,56,0,67.0
2019-09-21,2019,9,21,14,0.0,84,61,0,72.5
2019-09-22,2019,9,22,10,0.0,86,67,0,76.5
2019-09-23,2019,9,23,9,0.11,89,70,1,79.5
2019-09-24,2019,9,24,11,0.0,76,63,0,69.5
2019-09-25,2019,9,25,12,0.0,79,58,0,68.5
2019-09-26,2019,9,26,3,0.02,83,63,1,73.0
2019-09-27,2019,9,27,8,0.0,76,59,0,67.5
2019-09-28,2019,9,28,10,0.0,82,65,0,73.5
2019-09-29,2019,9,29,7,0.0,80,65,0,72.5
2019-09-30,2019,9,30,6,0.0,71,60,0,65.5
2019-10-01,2019,10,1,13,0.0,81,63,0,72.0
2019-10-02,2019,10,2,14,0.03,93,63,1,78.0
2019-10-03,2019,10,3,9,0.34,63,53,1,58.0
2019-10-04,2019,10,4,6,0.0,66,50,1,58.0
2019-10-05,2019,10,5,10,0.0,61,45,0,53.0
2019-10-06,2019,10,6,15,0.01,70,57,0,63.5
2019-10-07,2019,10,7,5,0.2,79,59,1,69.0
2019-10-08,2019,10,8,11,0.02,64,57,1,60.5
2019-10-09,2019,10,9,7,0.54,59,51,1,55.0
2019-10-10,2019,10,10,5,0.0,71,53,0,62.0
2019-10-11,2019,10,11,9,0.0,64,55,0,59.5
2019-10-12,2019,10,12,12,0.0,67,55,0,61.0
2019-10-13,2019,10,13,4,0.0,67,53,0,60.0
2019-10-14,2019,10,14,8,0.0,72,58,0,65.0
2019-10-15,2019,10,15,7,0.0,64,51,0,57.5
2019-10-16,2019,10,16,13,1.83,66,52,1,59.0
2019-10-17,2019,10,17,6,0.0,57,51,0,54.0
2019-10-18,2019,10,18,13,0.0,58,47,0,52.5
2019-10-19,2019,10,19,9,0.0,60,43,0,51.5
2019-10-20,2019,10,20,14,0.54,59,49,1,54.0
2019-10-21,2019,10,21,5,0.0,67,51,0,59.0
2019-10-22,2019,10,22,8,0.57,63,55,1,59.0
2019-10-23,2019,10,23,6,0.01,65,54,1,59.5
2019-10-24,2019,10,24,5,0.0,67,50,0,58.5
2019-10-25,2019,10,25,8,0.0,65,52,0,58.5
2019-10-26,2019,10,26,13,0.01,63,52,0,57.5
2019-10-27,2019,10,27,9,1.38,67,55,1,61.0
2019-10-28,2019,10,28,11,0.0,63,55,1,59.0
2019-10-29,2019,10,29,9,0.07,59,54,1,56.5
2019-10-30,2019,10,30,10,0.06,63,58,1,60.5
2019-10-31,2019,10,31,9,0.54,71,60,1,65.5
2019-11-01,2019,11,1,7,0.11,71,42,1,56.5
2019-11-02,2019,11,2,7,0.0,53,40,0,46.5
2019-11-03,2019,11,3,5,0.0,54,42,0,48.0
2019-11-04,2019,11,4,13,0.0,56,41,0,48.5
2019-11-05,2019,11,5,3,0.0,61,51,0,56.0
2019-11-06,2019,11,6,8,0.0,54,45,0,49.5
2019-11-07,2019,11,7,3,0.1,57,41,1,49.0
2019-11-08,2019,11,8,7,0.0,41,29,0,35.0
2019-11-09,2019,11,9,13,0.0,41,27,0,34.0
2019-11-10,2019,11,10,3,0.0,51,38,0,44.5
2019-11-11,2019,11,11,15,0.0,62,46,0,54.0
2019-11-12,2019,11,12,12,0.04,57,25,1,41.0
2019-11-13,2019,11,13,10,0.0,34,23,0,28.5
2019-11-14,2019,11,14,5,0.0,45,28,0,36.5
2019-11-15,2019,11,15,6,0.0,51,37,0,44.0
2019-11-16,2019,11,16,11,0.0,42,31,0,36.5
2019-11-17,2019,11,17,12,0.0,43,30,0,36.5
2019-11-18,2019,11,18,4,0.48,42,37,1,39.5
2019-11-19,2019,11,19,12,0.18,48,40,1,44.0
2019-11-20,2019,11,20,10,0.0,49,40,0,44.5
2019-11-21,2019,11,21,11,0.0,53,39,0,46.0
2019-11-22,2019,11,22,8,0.07,53,38,1,45.5
2019-11-23,2019,11,23,8,0.03,45,34,0,39.5
2019-11-24,2019,11,24,8,0.9,46,40,1,43.0
2019-11-25,2019,11,25,4,0.0,53,39,0,46.0
2019-11-26,2019,11,26,10,0.0,61,44,0,52.5
2019-11-27,2019,11,27,8,0.04,59,49,0,54.0
2019-11-28,2019,11,28,12,0.0,53,37,0,45.0
2019-11-29,2019,11,29,7,0.0,40,30,0,35.0
2019-11-30,2019,11,30,12,0.0,43,31,0,37.0
2019-12-01,2019,12,1,2,0.62,39,30,1,34.5
2019-12-02,2019,12,2,5,0.48,37,31,1,34.0
2019-12-03,2019,12,3,9,0.02,36,30,1,33.0
2019-12-04,2019,12,4,8,0.0,39,32,0,35.5
2019-12-05,2019,12,5,7,0.0,42,36,0,39.0
2019-12-06,2019,12,6,9,0.0,50,34,0,42.0
2019-12-07,2019,12,7,9,0.0,38,30,0,34.0
2019-12-08,2019,12,8,9,0.0,46,28,0,37.0
2019-12-09,2019,12,9,6,1.57,55,42,1,48.5
2019-12-10,2019,12,10,1,0.13,58,39,1,48.5
2019-12-11,2019,12,11,6,0.26,40,31,1,35.5
2019-12-12,2019,12,12,9,0.0,36,26,0,31.0
2019-12-13,2019,12,13,7,0.81,48,33,1,40.5
2019-12-14,2019,12,14,8,1.16,56,45,1,50.5
2019-12-15,2019,12,15,12,0.0,49,37,0,43.0
2019-12-16,2019,12,16,4,0.1,37,33,1,35.0
2019-12-17,2019,12,17,6,0.9,35,32,1,33.5
2019-12-18,2019,12,18,8,0.03,36,21,1,28.5
2019-12-19,2019,12,19,10,0.0,25,16,0,20.5
2019-12-20,2019,12,20,7,0.0,33,22,0,27.5
2019-12-21,2019,12,21,11,0.0,35,23,0,29.0
2019-12-22,2019,12,22,7,0.0,46,30,0,38.0
2019-12-23,2019,12,23,3,0.0,57,41,0,49.0
2019-12-24,2019,12,24,9,0.0,47,36,0,41.5
2019-12-25,2019,12,25,14,0.0,47,32,0,39.5
2019-12-26,2019,12,26,1,0.0,46,36,1,41.0
2019-12-27,2019,12,27,9,0.0,54,46,0,50.0
2019-12-28,2019,12,28,12,0.0,51,43,1,47.0
2019-12-29,2019,12,29,7,0.25,44,39,1,41.5
2019-12-30,2019,12,30,8,0.74,41,37,1,39.0
2019-12-31,2019,12,31,8,0.02,45,36,1,40.5
2020-01-01,2020,1,1,6,0.0,41,34,0,37.5
2020-01-02,2020,1,2,7,0.0,49,33,0,41.0
2020-01-03,2020,1,3,7,0.15,49,44,1,46.5
2020-01-04,2020,1,4,13,0.27,51,41,1,46.0
2020-01-05,2020,1,5,8,0.0,42,35,0,38.5
2020-01-06,2020,1,6,14,0.04,45,32,1,38.5
2020-01-07,2020,1,7,8,0.0,45,36,0,40.5
2020-01-08,2020,1,8,14,0.0,42,28,0,35.0
2020-01-09,2020,1,9,3,0.0,34,23,0,28.5
2020-01-10,2020,1,10,9,0.0,55,33,0,44.0
2020-01-11,2020,1,11,6,0.0,69,51,0,60.0
2020-01-12,2020,1,12,3,0.05,68,43,1,55.5
2020-01-13,2020,1,13,6,0.0,46,37,0,41.5
2020-01-14,2020,1,14,6,0.07,46,39,1,42.5
2020-01-15,2020,1,15,9,0.0,50,41,1,45.5
2020-01-16,2020,1,16,10,0.11,49,33,1,41.0
2020-01-17,2020,1,17,5,0.0,33,21,0,27.0
2020-01-18,2020,1,18,6,0.37,37,20,1,28.5
2020-01-19,2020,1,19,12,0.0,43,27,1,35.0
2020-01-20,2020,1,20,6,0.0,31,20,0,25.5
2020-01-21,2020,1,21,6,0.0,33,20,0,26.5
2020-01-22,2020,1,22,6,0.0,38,25,0,31.5
2020-01-23,2020,1,23,7,0.0,47,33,0,40.0
2020-01-24,2020,1,24,5,0.0,51,37,0,44.0
2020-01-25,2020,1,25,9,0.85,51,38,1,44.5
2020-01-26,2020,1,26,11,0.0,46,38,0,42.0
2020-01-27,2020,1,27,10,0.0,45,37,0,41.0
2020-01-28,2020,1,28,3,0.0,43,37,0,40.0
